SalesOrderNumber,SalesOrderLineNumber,SalesReasonKey
SO59643,1,1
SO59643,2,1
SO59643,3,1
SO59644,1,1
SO59644,2,1
SO59644,3,1
SO59644,4,1
SO59646,1,1
SO59646,1,2
SO59646,2,1
SO59646,2,2
SO59648,1,1
SO59648,2,1
SO59648,3,1
SO59648,4,1
SO59648,5,1
SO59649,1,1
SO59649,2,1
SO59649,3,1
SO59649,4,1
SO59650,1,1
SO59650,2,1
SO59650,3,1
SO59650,4,1
SO59650,5,1
SO59652,1,1
SO59652,2,1
SO59653,1,1
SO59653,2,1
SO59653,3,1
SO59654,1,1
SO59654,2,1
SO59654,3,1
SO59655,1,1
SO59655,2,1
SO59655,3,1
SO59656,1,1
SO59656,2,1
SO59656,3,1
SO59657,1,1
SO59657,2,1
SO59657,3,1
SO59658,1,1
SO59659,1,1
SO59659,2,1
SO59660,1,1
SO59660,2,1
SO59661,1,1
SO59661,2,1
SO59662,1,1
SO59662,1,10
SO59662,2,1
SO59662,2,10
SO59662,3,1
SO59662,3,10
SO59663,1,1
SO59664,1,1
SO59664,2,1
SO59665,1,1
SO59665,2,1
SO59666,1,1
SO59667,1,1
SO59667,2,1
SO59668,1,1
SO59669,1,1
SO59669,2,1
SO59670,1,1
SO59670,2,1
SO59671,1,6
SO59672,1,1
SO59672,2,1
SO59673,1,1
SO59674,1,1
SO59674,2,1
SO59675,1,1
SO59676,1,1
SO59676,2,1
SO59677,1,1
SO59677,1,10
SO59677,2,1
SO59677,2,10
SO59677,3,1
SO59677,3,10
SO59678,1,1
SO59678,2,1
SO59679,1,1
SO59679,2,1
SO59680,1,1
SO59680,2,1
SO59680,3,1
SO59681,1,1
SO59681,2,1
SO59681,3,1
SO59682,1,4
SO59683,1,1
SO59683,2,1
SO59684,1,1
SO59684,2,1
SO59685,1,2
SO59686,1,1
SO59686,2,1
SO59686,3,1
SO59687,1,6
SO59687,2,6
SO59688,1,1
SO59688,1,2
SO59688,2,1
SO59688,2,2
SO59688,3,1
SO59688,3,2
SO59688,4,1
SO59688,4,2
SO59688,5,1
SO59688,5,2
SO59688,6,1
SO59688,6,2
SO59690,1,2
SO59691,1,1
SO59691,2,1
SO59692,1,2
SO59695,1,1
SO59695,2,1
SO59695,3,1
SO59697,1,1
SO59697,2,1
SO59697,3,1
SO59697,4,1
SO59698,1,5
SO59698,2,5
SO59699,1,1
SO59699,2,1
SO59699,3,1
SO59699,4,1
SO59700,1,1
SO59700,2,1
SO59700,3,1
SO59700,4,1
SO59700,5,1
SO59702,1,1
SO59702,2,1
SO59704,1,1
SO59704,2,1
SO59704,3,1
SO59704,4,1
SO59705,1,1
SO59705,2,1
SO59705,3,1
SO59705,4,1
SO59705,5,1
SO59706,1,1
SO59706,2,1
SO59706,3,1
SO59706,4,1
SO59707,1,1
SO59707,1,2
SO59707,2,1
SO59707,2,2
SO59708,1,1
SO59708,2,1
SO59708,3,1
SO59709,1,1
SO59709,2,1
SO59709,3,1
SO59709,4,1
SO59709,5,1
SO59710,1,1
SO59710,1,10
SO59710,2,1
SO59710,2,10
SO59711,1,1
SO59711,2,1
SO59712,1,1
SO59712,2,1
SO59713,1,1
SO59713,2,1
SO59713,3,1
SO59714,1,1
SO59716,1,1
SO59716,2,1
SO59717,1,1
SO59717,2,1
SO59719,1,1
SO59719,2,1
SO59719,3,1
SO59720,1,4
SO59721,1,1
SO59721,1,10
SO59721,2,1
SO59721,2,10
SO59722,1,4
SO59723,1,1
SO59723,2,1
SO59723,3,1
SO59724,1,1
SO59724,1,10
SO59724,2,1
SO59724,2,10
SO59725,1,1
SO59725,2,1
SO59726,1,1
SO59726,2,1
SO59726,3,1
SO59727,1,1
SO59727,2,1
SO59727,3,1
SO59728,1,1
SO59728,2,1
SO59728,3,1
SO59728,4,1
SO59729,1,1
SO59729,2,1
SO59730,1,6
SO59731,1,1
SO59731,2,1
SO59732,1,6
SO59733,1,1
SO59733,2,1
SO59734,1,1
SO59735,1,1
SO59736,1,1
SO59736,2,1
SO59737,1,1
SO59737,2,1
SO59738,1,1
SO59738,2,1
SO59739,1,1
SO59739,1,10
SO59739,2,1
SO59739,2,10
SO59739,3,1
SO59739,3,10
SO59740,1,1
SO59740,2,1
SO59740,3,1
SO59741,1,1
SO59741,2,1
SO59741,3,1
SO59742,1,1
SO59742,2,1
SO59742,3,1
SO59743,1,1
SO59743,2,1
SO59744,1,1
SO59745,1,1
SO59745,2,1
SO59745,3,1
SO59746,1,1
SO59746,1,2
SO59746,2,1
SO59746,2,2
SO59746,3,1
SO59746,3,2
SO59746,4,1
SO59746,4,2
SO59747,1,1
SO59747,2,1
SO59747,3,1
SO59747,4,1
SO59747,5,1
SO59748,1,1
SO59748,2,1
SO59748,3,1
SO59749,1,1
SO59749,2,1
SO59749,3,1
SO59750,1,2
SO59753,1,1
SO59753,2,1
SO59753,3,1
SO59753,4,1
SO59754,1,1
SO59754,1,2
SO59754,2,1
SO59754,2,2
SO59755,1,1
SO59755,1,2
SO59755,2,1
SO59755,2,2
SO59755,3,1
SO59755,3,2
SO59756,1,1
SO59756,1,2
SO59756,2,1
SO59756,2,2
SO59756,3,1
SO59756,3,2
SO59756,4,1
SO59756,4,2
SO59756,5,1
SO59756,5,2
SO59758,1,1
SO59758,2,1
SO59758,3,1
SO59759,1,2
SO59761,1,2
SO59761,2,2
SO59762,1,1
SO59762,2,1
SO59762,3,1
SO59762,4,1
SO59763,1,1
SO59763,2,1
SO59764,1,1
SO59764,2,1
SO59766,1,1
SO59766,2,1
SO59767,1,1
SO59767,2,1
SO59767,3,1
SO59768,1,1
SO59768,2,1
SO59769,1,1
SO59770,1,1
SO59770,2,1
SO59771,1,1
SO59771,2,1
SO59771,3,1
SO59772,1,1
SO59772,2,1
SO59772,3,1
SO59773,1,1
SO59774,1,1
SO59774,2,1
SO59774,3,1
SO59774,4,1
SO59775,1,1
SO59775,2,1
SO59775,3,1
SO59775,4,1
SO59776,1,1
SO59776,2,1
SO59776,3,1
SO59777,1,1
SO59777,2,1
SO59777,3,1
SO59778,1,1
SO59778,2,1
SO59779,1,1
SO59779,2,1
SO59780,1,1
SO59780,2,1
SO59781,1,1
SO59781,2,1
SO59782,1,1
SO59783,1,1
SO59783,2,1
SO59784,1,1
SO59784,2,1
SO59784,3,1
SO59785,1,1
SO59785,2,1
SO59785,3,1
SO59786,1,1
SO59786,2,1
SO59786,3,1
SO59787,1,1
SO59787,2,1
SO59788,1,1
SO59788,2,1
SO59788,3,1
SO59789,1,1
SO59789,2,1
SO59789,3,1
SO59789,4,1
SO59789,5,1
SO59789,6,1
SO59790,1,1
SO59790,2,1
SO59790,3,1
SO59791,1,1
SO59791,2,1
SO59791,3,1
SO59792,1,1
SO59792,2,1
SO59793,1,1
SO59793,2,1
SO59794,1,1
SO59794,1,10
SO59794,2,1
SO59794,2,10
SO59794,3,1
SO59794,3,10
SO59795,1,1
SO59795,2,1
SO59796,1,1
SO59796,2,1
SO59796,3,1
SO59797,1,1
SO59797,2,1
SO59797,3,1
SO59798,1,1
SO59799,1,1
SO59799,1,2
SO59799,2,1
SO59799,2,2
SO59799,3,1
SO59799,3,2
SO59799,4,1
SO59799,4,2
SO59800,1,2
SO59802,1,2
SO59802,2,2
SO59803,1,1
SO59803,2,1
SO59803,3,1
SO59803,4,1
SO59804,1,1
SO59804,1,2
SO59804,2,1
SO59804,2,2
SO59805,1,1
SO59805,2,1
SO59805,3,1
SO59805,4,1
SO59806,1,1
SO59806,2,1
SO59806,3,1
SO59806,4,1
SO59807,1,1
SO59807,2,1
SO59808,1,1
SO59808,1,2
SO59808,2,1
SO59808,2,2
SO59810,1,1
SO59810,2,1
SO59810,3,1
SO59811,1,2
SO59812,1,1
SO59812,2,1
SO59813,1,2
SO59815,1,1
SO59815,2,1
SO59815,3,1
SO59816,1,1
SO59816,2,1
SO59816,3,1
SO59816,4,1
SO59817,1,1
SO59817,1,2
SO59817,2,1
SO59817,2,2
SO59817,3,1
SO59817,3,2
SO59817,4,1
SO59817,4,2
SO59819,1,1
SO59819,2,1
SO59822,1,1
SO59822,2,1
SO59822,3,1
SO59823,1,5
SO59824,1,5
SO59824,2,5
SO59825,1,1
SO59825,1,2
SO59825,1,10
SO59825,2,1
SO59825,2,2
SO59825,2,10
SO59825,3,1
SO59825,3,2
SO59825,3,10
SO59826,1,1
SO59826,2,1
SO59826,3,1
SO59826,4,1
SO59827,1,1
SO59827,1,2
SO59827,2,1
SO59827,2,2
SO59827,3,1
SO59827,3,2
SO59827,4,1
SO59827,4,2
SO59828,1,1
SO59828,1,2
SO59828,2,1
SO59828,2,2
SO59829,1,1
SO59829,2,1
SO59829,3,1
SO59829,4,1
SO59830,1,1
SO59830,1,2
SO59830,2,1
SO59830,2,2
SO59830,3,1
SO59830,3,2
SO59830,4,1
SO59830,4,2
SO59831,1,1
SO59831,2,1
SO59831,3,1
SO59832,1,1
SO59832,1,2
SO59832,2,1
SO59832,2,2
SO59832,3,1
SO59832,3,2
SO59834,1,2
SO59835,1,1
SO59835,2,1
SO59836,1,1
SO59836,1,2
SO59836,2,1
SO59836,2,2
SO59836,3,1
SO59836,3,2
SO59837,1,1
SO59837,1,2
SO59837,2,1
SO59837,2,2
SO59837,3,1
SO59837,3,2
SO59838,1,1
SO59838,2,1
SO59838,3,1
SO59838,4,1
SO59838,5,1
SO59839,1,1
SO59839,2,1
SO59840,1,1
SO59840,2,1
SO59840,3,1
SO59841,1,1
SO59841,1,10
SO59841,2,1
SO59841,2,10
SO59841,3,1
SO59841,3,10
SO59842,1,1
SO59842,2,1
SO59844,1,1
SO59845,1,1
SO59845,2,1
SO59846,1,1
SO59846,2,1
SO59846,3,1
SO59847,1,1
SO59847,2,1
SO59847,3,1
SO59848,1,1
SO59848,2,1
SO59848,3,1
SO59849,1,1
SO59849,2,1
SO59850,1,1
SO59850,2,1
SO59850,3,1
SO59851,1,1
SO59851,2,1
SO59851,3,1
SO59852,1,6
SO59853,1,1
SO59854,1,1
SO59854,2,1
SO59855,1,1
SO59855,2,1
SO59856,1,1
SO59856,1,10
SO59856,2,1
SO59856,2,10
SO59856,3,1
SO59856,3,10
SO59857,1,1
SO59857,2,1
SO59857,3,1
SO59857,4,1
SO59858,1,1
SO59858,2,1
SO59859,1,1
SO59859,1,10
SO59859,2,1
SO59859,2,10
SO59859,3,1
SO59859,3,10
SO59860,1,1
SO59861,1,1
SO59861,2,1
SO59861,3,1
SO59861,4,1
SO59862,1,1
SO59862,2,1
SO59862,3,1
SO59863,1,1
SO59863,2,1
SO59865,1,1
SO59865,2,1
SO59865,3,1
SO59865,4,1
SO59865,5,1
SO59866,1,1
SO59866,2,1
SO59867,1,1
SO59867,2,1
SO59867,3,1
SO59868,1,1
SO59868,2,1
SO59868,3,1
SO59869,1,4
SO59870,1,1
SO59870,2,1
SO59870,3,1
SO59870,4,1
SO59871,1,1
SO59871,2,1
SO59871,3,1
SO59872,1,6
SO59872,2,6
SO59873,1,2
SO59874,1,1
SO59874,2,1
SO59874,3,1
SO59875,1,1
SO59875,2,1
SO59875,3,1
SO59875,4,1
SO59875,5,1
SO59876,1,1
SO59876,2,1
SO59876,3,1
SO59877,1,1
SO59877,1,2
SO59877,2,1
SO59877,2,2
SO59878,1,1
SO59878,2,1
SO59878,3,1
SO59878,4,1
SO59879,1,1
SO59879,2,1
SO59879,3,1
SO59880,1,1
SO59880,2,1
SO59880,3,1
SO59881,1,1
SO59881,2,1
SO59881,3,1
SO59882,1,6
SO59882,2,6
SO59883,1,6
SO59883,2,6
SO59884,1,1
SO59884,2,1
SO59884,3,1
SO59884,4,1
SO59886,1,1
SO59886,2,1
SO59886,3,1
SO59886,4,1
SO59887,1,1
SO59887,2,1
SO59887,3,1
SO59887,4,1
SO59890,1,1
SO59890,1,2
SO59890,2,1
SO59890,2,2
SO59891,1,1
SO59891,1,2
SO59891,2,1
SO59891,2,2
SO59891,3,1
SO59891,3,2
SO59891,4,1
SO59891,4,2
SO59893,1,1
SO59893,2,1
SO59893,3,1
SO59893,4,1
SO59893,5,1
SO59894,1,1
SO59894,2,1
SO59894,3,1
SO59895,1,1
SO59895,2,1
SO59895,3,1
SO59895,4,1
SO59898,1,1
SO59898,2,1
SO59899,1,1
SO59899,1,2
SO59899,2,1
SO59899,2,2
SO59899,3,1
SO59899,3,2
SO59899,4,1
SO59899,4,2
SO59901,1,2
SO59901,2,2
SO59902,1,1
SO59902,2,1
SO59902,3,1
SO59902,4,1
SO59903,1,1
SO59903,2,1
SO59904,1,1
SO59904,1,2
SO59904,2,1
SO59904,2,2
SO59904,3,1
SO59904,3,2
SO59905,1,1
SO59905,2,1
SO59905,3,1
SO59905,4,1
SO59906,1,1
SO59906,2,1
SO59906,3,1
SO59907,1,1
SO59907,2,1
SO59908,1,1
SO59908,2,1
SO59908,3,1
SO59909,1,4
SO59910,1,1
SO59911,1,1
SO59911,2,1
SO59911,3,1
SO59912,1,1
SO59913,1,1
SO59913,2,1
SO59914,1,1
SO59914,2,1
SO59915,1,1
SO59915,2,1
SO59916,1,1
SO59916,1,10
SO59916,2,1
SO59916,2,10
SO59917,1,4
SO59918,1,4
SO59919,1,1
SO59919,2,1
SO59920,1,4
SO59921,1,6
SO59921,2,6
SO59922,1,1
SO59922,2,1
SO59922,3,1
SO59923,1,4
SO59924,1,4
SO59925,1,1
SO59925,2,1
SO59925,3,1
SO59926,1,1
SO59926,2,1
SO59927,1,1
SO59928,1,1
SO59928,2,1
SO59929,1,1
SO59929,2,1
SO59930,1,1
SO59930,1,10
SO59930,2,1
SO59930,2,10
SO59930,3,1
SO59930,3,10
SO59931,1,1
SO59931,2,1
SO59931,3,1
SO59932,1,1
SO59932,2,1
SO59932,3,1
SO59933,1,1
SO59933,2,1
SO59933,3,1
SO59934,1,1
SO59934,2,1
SO59935,1,1
SO59935,2,1
SO59936,1,1
SO59936,1,10
SO59936,2,1
SO59936,2,10
SO59937,1,1
SO59937,2,1
SO59938,1,1
SO59938,2,1
SO59938,3,1
SO59938,4,1
SO59939,1,1
SO59939,2,1
SO59939,3,1
SO59940,1,1
SO59940,2,1
SO59940,3,1
SO59940,4,1
SO59941,1,1
SO59941,2,1
SO59941,3,1
SO59941,4,1
SO59942,1,1
SO59942,2,1
SO59943,1,1
SO59943,2,1
SO59943,3,1
SO59944,1,1
SO59945,1,1
SO59945,2,1
SO59946,1,1
SO59947,1,1
SO59947,2,1
SO59947,3,1
SO59948,1,1
SO59948,2,1
SO59948,3,1
SO59949,1,1
SO59949,2,1
SO59949,3,1
SO59949,4,1
SO59950,1,1
SO59950,1,2
SO59950,2,1
SO59950,2,2
SO59950,3,1
SO59950,3,2
SO59951,1,2
SO59952,1,2
SO59952,2,2
SO59953,1,1
SO59953,2,1
SO59953,3,1
SO59954,1,1
SO59954,2,1
SO59954,3,1
SO59954,4,1
SO59955,1,1
SO59955,2,1
SO59955,3,1
SO59955,4,1
SO59955,5,1
SO59956,1,1
SO59956,2,1
SO59956,3,1
SO59957,1,2
SO59958,1,1
SO59958,2,1
SO59958,3,1
SO59959,1,2
SO59960,1,1
SO59960,2,1
SO59960,3,1
SO59960,4,1
SO59961,1,1
SO59961,1,2
SO59961,2,1
SO59961,2,2
SO59961,3,1
SO59961,3,2
SO59963,1,1
SO59963,2,1
SO59963,3,1
SO59965,1,1
SO59965,2,1
SO59966,1,1
SO59966,2,1
SO59966,3,1
SO59966,4,1
SO59967,1,5
SO59968,1,1
SO59968,2,1
SO59968,3,1
SO59968,4,1
SO59969,1,1
SO59969,1,2
SO59969,2,1
SO59969,2,2
SO59970,1,1
SO59970,1,2
SO59970,1,10
SO59970,2,1
SO59970,2,2
SO59970,2,10
SO59970,3,1
SO59970,3,2
SO59970,3,10
SO59971,1,6
SO59971,2,6
SO59973,1,1
SO59973,2,1
SO59973,3,1
SO59973,4,1
SO59973,5,1
SO59973,6,1
SO59977,1,1
SO59977,1,2
SO59977,1,10
SO59977,2,1
SO59977,2,2
SO59977,2,10
SO59977,3,1
SO59977,3,2
SO59977,3,10
SO59978,1,1
SO59978,1,2
SO59978,1,10
SO59978,2,1
SO59978,2,2
SO59978,2,10
SO59978,3,1
SO59978,3,2
SO59978,3,10
SO59979,1,1
SO59979,2,1
SO59979,3,1
SO59980,1,1
SO59980,1,2
SO59980,2,1
SO59980,2,2
SO59980,3,1
SO59980,3,2
SO59980,4,1
SO59980,4,2
SO59981,1,1
SO59981,2,1
SO59981,3,1
SO59982,1,1
SO59982,1,2
SO59982,2,1
SO59982,2,2
SO59983,1,2
SO59984,1,1
SO59984,2,1
SO59984,3,1
SO59984,4,1
SO59984,5,1
SO59985,1,2
SO59986,1,1
SO59986,2,1
SO59986,3,1
SO59986,4,1
SO59986,5,1
SO59987,1,1
SO59987,1,2
SO59987,2,1
SO59987,2,2
SO59987,3,1
SO59987,3,2
SO59988,1,1
SO59989,1,1
SO59989,2,1
SO59990,1,1
SO59990,1,10
SO59990,2,1
SO59990,2,10
SO59990,3,1
SO59990,3,10
SO59990,4,1
SO59990,4,10
SO59992,1,1
SO59992,2,1
SO59993,1,1
SO59993,2,1
SO59993,3,1
SO59993,4,1
SO59994,1,2
SO59994,2,2
SO59995,1,1
SO59995,2,1
SO59995,3,1
SO59996,1,1
SO59996,2,1
SO59996,3,1
SO59996,4,1
SO59997,1,1
SO59997,2,1
SO59997,3,1
SO59998,1,1
SO59998,2,1
SO59998,3,1
SO59999,1,4
SO60000,1,1
SO60000,2,1
SO60000,3,1
SO60001,1,1
SO60001,2,1
SO60001,3,1
SO60002,1,4
SO60003,1,1
SO60003,2,1
SO60004,1,1
SO60005,1,1
SO60005,2,1
SO60006,1,1
SO60006,2,1
SO60007,1,1
SO60007,2,1
SO60008,1,1
SO60008,2,1
SO60009,1,1
SO60009,2,1
SO60010,1,1
SO60010,2,1
SO60011,1,1
SO60011,1,10
SO60011,2,1
SO60011,2,10
SO60011,3,1
SO60011,3,10
SO60012,1,1
SO60013,1,1
SO60014,1,1
SO60014,2,1
SO60015,1,1
SO60015,2,1
SO60015,3,1
SO60015,4,1
SO60016,1,1
SO60016,2,1
SO60016,3,1
SO60017,1,1
SO60017,2,1
SO60017,3,1
SO60018,1,1
SO60018,2,1
SO60018,3,1
SO60018,4,1
SO60019,1,1
SO60019,2,1
SO60019,3,1
SO60019,4,1
SO60022,1,1
SO60022,2,1
SO60022,3,1
SO60023,1,2
SO60024,1,1
SO60024,2,1
SO60024,3,1
SO60024,4,1
SO60024,5,1
SO60025,1,6
SO60025,2,6
SO60026,1,1
SO60026,2,1
SO60026,3,1
SO60027,1,2
SO60028,1,5
SO60029,1,1
SO60029,2,1
SO60029,3,1
SO60031,1,1
SO60031,2,1
SO60031,3,1
SO60031,4,1
SO60033,1,1
SO60033,2,1
SO60033,3,1
SO60033,4,1
SO60034,1,1
SO60034,2,1
SO60034,3,1
SO60034,4,1
SO60035,1,1
SO60035,2,1
SO60035,3,1
SO60036,1,6
SO60036,2,6
SO60037,1,1
SO60037,2,1
SO60037,3,1
SO60038,1,1
SO60038,2,1
SO60039,1,1
SO60039,2,1
SO60039,3,1
SO60039,4,1
SO60040,1,1
SO60040,2,1
SO60040,3,1
SO60041,1,1
SO60041,2,1
SO60041,3,1
SO60041,4,1
SO60043,1,1
SO60043,1,2
SO60043,2,1
SO60043,2,2
SO60044,1,1
SO60044,2,1
SO60044,3,1
SO60045,1,1
SO60045,1,2
SO60045,2,1
SO60045,2,2
SO60045,3,1
SO60045,3,2
SO60045,4,1
SO60045,4,2
SO60046,1,1
SO60046,2,1
SO60046,3,1
SO60046,4,1
SO60047,1,1
SO60048,1,1
SO60048,1,10
SO60049,1,1
SO60049,2,1
SO60050,1,1
SO60050,1,10
SO60050,2,1
SO60050,2,10
SO60051,1,1
SO60051,1,10
SO60051,2,1
SO60051,2,10
SO60052,1,1
SO60052,2,1
SO60052,3,1
SO60052,4,1
SO60053,1,1
SO60053,2,1
SO60054,1,1
SO60054,2,1
SO60055,1,2
SO60056,1,2
SO60057,1,1
SO60057,2,1
SO60057,3,1
SO60057,4,1
SO60058,1,1
SO60058,2,1
SO60059,1,1
SO60060,1,1
SO60060,2,1
SO60061,1,4
SO60061,1,10
SO60062,1,1
SO60062,2,1
SO60062,3,1
SO60063,1,1
SO60063,2,1
SO60063,3,1
SO60063,4,1
SO60063,5,1
SO60064,1,1
SO60064,2,1
SO60064,3,1
SO60064,4,1
SO60065,1,1
SO60065,2,1
SO60065,3,1
SO60065,4,1
SO60066,1,1
SO60066,2,1
SO60066,3,1
SO60067,1,1
SO60067,2,1
SO60068,1,1
SO60068,2,1
SO60069,1,1
SO60069,2,1
SO60070,1,1
SO60070,2,1
SO60071,1,1
SO60071,2,1
SO60072,1,1
SO60072,2,1
SO60072,3,1
SO60072,4,1
SO60073,1,1
SO60074,1,1
SO60074,2,1
SO60075,1,1
SO60075,2,1
SO60075,3,1
SO60076,1,1
SO60076,2,1
SO60077,1,4
SO60078,1,1
SO60078,2,1
SO60078,3,1
SO60079,1,1
SO60079,2,1
SO60080,1,1
SO60081,1,1
SO60082,1,1
SO60082,2,1
SO60083,1,1
SO60083,2,1
SO60083,3,1
SO60084,1,1
SO60084,2,1
SO60084,3,1
SO60084,4,1
SO60085,1,1
SO60086,1,1
SO60086,2,1
SO60086,3,1
SO60086,4,1
SO60087,1,1
SO60087,2,1
SO60087,3,1
SO60088,1,1
SO60088,2,1
SO60089,1,1
SO60089,2,1
SO60090,1,1
SO60090,2,1
SO60091,1,1
SO60091,2,1
SO60092,1,1
SO60093,1,1
SO60093,2,1
SO60093,3,1
SO60093,4,1
SO60094,1,1
SO60094,2,1
SO60095,1,1
SO60095,2,1
SO60095,3,1
SO60096,1,1
SO60096,2,1
SO60096,3,1
SO60097,1,1
SO60097,2,1
SO60097,3,1
SO60097,4,1
SO60098,1,1
SO60098,1,2
SO60098,2,1
SO60098,2,2
SO60098,3,1
SO60098,3,2
SO60098,4,1
SO60098,4,2
SO60098,5,1
SO60098,5,2
SO60099,1,1
SO60099,2,1
SO60100,1,1
SO60100,2,1
SO60101,1,1
SO60101,1,2
SO60101,2,1
SO60101,2,2
SO60102,1,1
SO60102,1,2
SO60102,2,1
SO60102,2,2
SO60102,3,1
SO60102,3,2
SO60102,4,1
SO60102,4,2
SO60102,5,1
SO60102,5,2
SO60103,1,2
SO60104,1,2
SO60104,2,2
SO60107,1,1
SO60107,2,1
SO60107,3,1
SO60108,1,1
SO60108,2,1
SO60108,3,1
SO60108,4,1
SO60109,1,1
SO60109,2,1
SO60109,3,1
SO60109,4,1
SO60110,1,1
SO60110,2,1
SO60110,3,1
SO60112,1,1
SO60112,2,1
SO60115,1,1
SO60115,2,1
SO60115,3,1
SO60116,1,6
SO60116,2,6
SO60120,1,1
SO60120,2,1
SO60120,3,1
SO60120,4,1
SO60121,1,1
SO60121,2,1
SO60121,3,1
SO60121,4,1
SO60121,5,1
SO60123,1,1
SO60123,2,1
SO60123,3,1
SO60123,4,1
SO60124,1,1
SO60124,2,1
SO60124,3,1
SO60125,1,1
SO60126,1,1
SO60126,2,1
SO60127,1,1
SO60127,1,2
SO60127,2,1
SO60127,2,2
SO60127,3,1
SO60127,3,2
SO60128,1,1
SO60128,2,1
SO60129,1,1
SO60129,1,10
SO60129,2,1
SO60129,2,10
SO60129,3,1
SO60129,3,10
SO60129,4,1
SO60129,4,10
SO60130,1,1
SO60131,1,1
SO60131,2,1
SO60131,3,1
SO60132,1,1
SO60132,2,1
SO60132,3,1
SO60133,1,1
SO60133,2,1
SO60133,3,1
SO60134,1,1
SO60134,2,1
SO60134,3,1
SO60135,1,1
SO60136,1,1
SO60136,1,10
SO60136,2,1
SO60136,2,10
SO60136,3,1
SO60136,3,10
SO60136,4,1
SO60136,4,10
SO60137,1,1
SO60137,2,1
SO60138,1,1
SO60138,1,10
SO60138,2,1
SO60138,2,10
SO60138,3,1
SO60138,3,10
SO60139,1,1
SO60139,2,1
SO60139,3,1
SO60140,1,4
SO60141,1,1
SO60142,1,1
SO60142,2,1
SO60142,3,1
SO60143,1,1
SO60143,2,1
SO60143,3,1
SO60144,1,1
SO60144,2,1
SO60144,3,1
SO60145,1,1
SO60145,2,1
SO60146,1,1
SO60147,1,1
SO60147,2,1
SO60148,1,1
SO60148,2,1
SO60149,1,1
SO60149,2,1
SO60150,1,1
SO60150,2,1
SO60150,3,1
SO60151,1,1
SO60152,1,1
SO60152,2,1
SO60152,3,1
SO60152,4,1
SO60153,1,1
SO60153,2,1
SO60153,3,1
SO60154,1,1
SO60154,2,1
SO60155,1,1
SO60155,2,1
SO60156,1,1
SO60156,2,1
SO60156,3,1
SO60156,4,1
SO60157,1,1
SO60157,2,1
SO60158,1,1
SO60159,1,1
SO60160,1,1
SO60160,2,1
SO60160,3,1
SO60161,1,1
SO60161,2,1
SO60161,3,1
SO60162,1,1
SO60162,2,1
SO60167,1,1
SO60167,2,1
SO60168,1,5
SO60171,1,5
SO60171,2,5
SO60172,1,1
SO60172,2,1
SO60172,3,1
SO60177,1,1
SO60177,2,1
SO60177,3,1
SO60178,1,1
SO60178,2,1
SO60178,3,1
SO60179,1,1
SO60180,1,1
SO60180,2,1
SO60181,1,1
SO60181,2,1
SO60182,1,1
SO60183,1,4
SO60184,1,1
SO60185,1,1
SO60185,1,10
SO60185,2,1
SO60185,2,10
SO60185,3,1
SO60185,3,10
SO60186,1,1
SO60187,1,1
SO60187,2,1
SO60188,1,6
SO60188,2,6
SO60189,1,6
SO60189,2,6
SO60190,1,1
SO60190,2,1
SO60190,3,1
SO60191,1,2
SO60192,1,1
SO60192,1,2
SO60192,2,1
SO60192,2,2
SO60192,3,1
SO60192,3,2
SO60193,1,1
SO60193,2,1
SO60193,3,1
SO60194,1,1
SO60194,1,2
SO60194,2,1
SO60194,2,2
SO60194,3,1
SO60194,3,2
SO60194,4,1
SO60194,4,2
SO60195,1,4
SO60196,1,1
SO60196,2,1
SO60197,1,1
SO60198,1,1
SO60199,1,1
SO60199,2,1
SO60199,3,1
SO60199,4,1
SO60200,1,1
SO60200,2,1
SO60200,3,1
SO60201,1,1
SO60201,2,1
SO60202,1,1
SO60202,2,1
SO60202,3,1
SO60203,1,1
SO60203,2,1
SO60204,1,1
SO60204,2,1
SO60204,3,1
SO60204,4,1
SO60205,1,1
SO60205,1,10
SO60205,2,1
SO60205,2,10
SO60206,1,1
SO60206,2,1
SO60206,3,1
SO60207,1,1
SO60207,2,1
SO60207,3,1
SO60208,1,6
SO60209,1,1
SO60209,2,1
SO60210,1,1
SO60210,2,1
SO60211,1,1
SO60211,2,1
SO60212,1,1
SO60212,2,1
SO60213,1,1
SO60213,2,1
SO60214,1,1
SO60214,2,1
SO60215,1,1
SO60215,2,1
SO60216,1,1
SO60216,1,10
SO60216,2,1
SO60216,2,10
SO60216,3,1
SO60216,3,10
SO60217,1,4
SO60218,1,1
SO60218,2,1
SO60219,1,1
SO60219,2,1
SO60219,3,1
SO60220,1,1
SO60220,2,1
SO60220,3,1
SO60221,1,1
SO60221,2,1
SO60222,1,1
SO60222,2,1
SO60223,1,1
SO60223,2,1
SO60224,1,1
SO60224,2,1
SO60224,3,1
SO60224,4,1
SO60225,1,1
SO60225,2,1
SO60225,3,1
SO60226,1,1
SO60226,2,1
SO60226,3,1
SO60227,1,1
SO60228,1,1
SO60228,2,1
SO60228,3,1
SO60228,4,1
SO60229,1,1
SO60229,1,2
SO60229,2,1
SO60229,2,2
SO60229,3,1
SO60229,3,2
SO60229,4,1
SO60229,4,2
SO60229,5,1
SO60229,5,2
SO60230,1,6
SO60230,2,6
SO60230,3,6
SO60232,1,1
SO60232,2,1
SO60232,3,1
SO60232,4,1
SO60232,5,1
SO60232,6,1
SO60233,1,1
SO60233,1,2
SO60233,2,1
